seed	bucket	T_h	dR	lo95	hi95	loADJ	hiADJ	sig95	sigADJ	cap_hiADJ_pct
8	[0.25,0.50)	24	0.009983655724683026	0.0011044847727777762	0.019152462938633718	-0.004092135761329467	0.024078173008868924	True	False	0.13724677052880696
8	[0.50,0.75)	1	-0.01086734103865345	-0.020439112076186625	-0.001414864736076895	-0.02571640594476195	0.003715839251582423	True	False	0.004156895931396413
8	[0.50,0.75)	4	-0.000773168446932345	-0.009233568262721958	0.007746895861903241	-0.014325971865383449	0.012715279420818546	False	False	0.03156953265256331
8	[0.50,0.75)	12	0.00023032725815319953	-0.009571985351595825	0.009738325695514985	-0.014789049176121042	0.015093101191187966	False	False	0.06616545142749344
8	[0.50,0.75)	24	-0.0011786235641599847	-0.010200054695276725	0.007898347207584328	-0.01519652022041043	0.01285871541881178	False	False	0.08183266773591036
8	[0.75,1.0]	1	-0.010363776122026675	-0.02057975891453051	6.547442134855857e-05	-0.026279494182940188	0.006195919467364929	False	False	0.010063898376900214
8	[0.75,1.0]	4	-0.0052066856593792656	-0.014309356731266026	0.003814315201290741	-0.019287169540951294	0.008398620173923255	False	False	0.02617338980287526
8	[0.75,1.0]	12	-0.004802623337652543	-0.015304047730712884	0.005465763177912817	-0.020807993093170853	0.011425556442959974	False	False	0.05934226652902667
8	[0.75,1.0]	24	-0.0018146807332620903	-0.011731959116338021	0.008130499415936843	-0.0175487990028168	0.013959985815793689	False	False	0.10050310409989018
9	[0,0.05)	1	0.005802707558911486	-0.011395972313641622	0.02200757463997107	-0.021596318851037584	0.030969074101773728	False	False	0.021088702162375534
9	[0,0.05)	4	0.012660192441886172	-0.006724515119112478	0.031017787215286533	-0.01830520679415336	0.040726182675172036	False	False	0.058940783664761104
9	[0,0.05)	12	0.020362455998282077	0.0045493666909548576	0.03703588569132025	-0.004589100780692735	0.0465772307794447	True	False	0.14119237196120937
9	[0,0.05)	24	0.015675949480729645	0.0002646442547891315	0.031389398889182865	-0.008349091458548789	0.041011247286338925	True	False	0.18708106150684567
9	[0.05,0.10)	1	-0.005730536223063829	-0.02116251280943068	0.010822138656202204	-0.02928083989824837	0.02038656491693615	False	False	0.014784796690919375
9	[0.05,0.10)	4	0.005309315758143511	-0.010371723402065366	0.020907854885625157	-0.02072334298141826	0.029229268940508073	False	False	0.050392729162232426
9	[0.05,0.10)	12	-0.0043694821927976	-0.020059025742656132	0.012090998610991955	-0.028732344107541764	0.022030195016109737	False	False	0.06832619719950991
9	[0.05,0.10)	24	0.006827966493236634	-0.0090312046855665	0.02348439705627586	-0.018453744042819943	0.03275425897552801	False	False	0.1563209846665387
9	[0.10,0.25)	1	-0.0016719620093731114	-0.013365592834907675	0.010335810328041376	-0.019619364626665192	0.01725332313368193	False	False	0.015778374129853324
9	[0.10,0.25)	4	0.003177165304116432	-0.007426645487675337	0.013979784999432294	-0.013664424308091231	0.02016427685878103	False	False	0.03956479840501182
9	[0.10,0.25)	12	0.0074703623330754036	-0.00240638000492817	0.01761827421086946	-0.007843014349440586	0.023115924740394405	False	False	0.083547499834499
9	[0.10,0.25)	24	0.017119413182191547	0.0073008086416686616	0.027297557360774702	0.002077729242834112	0.0336236172852535	True	True	0.18088530763375524
9	[0.25,0.50)	1	-1.873231049863745e-05	-0.009438426748081026	0.009389467093298262	-0.01519604154540663	0.014740801603359374	False	False	0.014337934971185644
9	[0.25,0.50)	4	0.0004024485017057482	-0.008053333542541173	0.008756955753537354	-0.012833705611415988	0.013320009450504964	False	False	0.027396778436298355
9	[0.25,0.50)	12	0.004618135602346366	-0.0056011113506257825	0.014739154623830637	-0.010293462863000532	0.020432248967555255	False	False	0.07712267397173736
9	[0.25,0.50)	24	0.009983655724683026	0.0010883900363059856	0.01888175968501473	-0.003786705352041315	0.02410960769338873	True	False	0.13777623291878566
9	[0.50,0.75)	1	-0.01086734103865345	-0.020487415505542218	-0.0014907737403556402	-0.026204821414869853	0.003449740663103689	True	False	0.0038459661108430723
