ts	pair	grade	ret_24h	net_24h	mfe_24h	mae_24h
2026-05-02T21:30:00+00:00	LINK/USDT	A	-0.0097719869706842	-0.0117719869706842	0.002171552660152	-0.015200868621064
2026-05-03T22:00:00+00:00	LINK/USDT	A	0.0239390642002177	0.0219390642002177	0.0511425462459196	-0.0108813928182807
2026-05-04T08:45:00+00:00	LINK/USDT	B	0.0180851063829787	0.0160851063829787	0.0276595744680849	-0.0117021276595745
2026-05-05T10:15:00+00:00	LINK/USDT	B	0.0548654244306416	0.0528654244306416	0.0559006211180124	-0.0031055900621117
2026-05-08T14:30:00+00:00	LINK/USDT	B	0.0319042871385841	0.0299042871385841	0.0578265204386838	-0.0069790628115651
2026-05-10T15:45:00+00:00	LINK/USDT	B	-0.0047036688617122	-0.0067036688617122	0.022577610536218	-0.0216368767638758
2026-05-23T20:30:00+00:00	LINK/USDT	B	-0.0263048881524442	-0.0283048881524442	0.0132560066280034	-0.0323115161557582
2026-05-26T14:15:00+00:00	LINK/USDT	B	-0.0382231404958677	-0.0402231404958677	0.0005165289256199	-0.0422520661157023
2026-05-29T15:15:00+00:00	LINK/USDT	B	0.0196772053946496	0.0176772053946496	0.0297369002874199	-0.0135971700198982
2026-06-07T22:00:00+00:00	LINK/USDT	B	0.011835809619743	0.009835809619743	0.0234197935028959	-0.0277008310249307
2026-06-11T03:45:00+00:00	LINK/USDT	B	0.0130718954248365	0.0110718954248365	0.0237088299372036	-0.0147379213123157
2026-06-11T17:30:00+00:00	LINK/USDT	B	-0.0011415525114155	-0.0031415525114155	0.0161085743277522	-0.0166159309994926
2026-06-14T21:15:00+00:00	LINK/USDT	A	0.0437117522168102	0.0417117522168102	0.0740601973273384	-0.0004995628824777
2026-06-15T13:15:00+00:00	LINK/USDT	B	-0.0249265138154028	-0.0269265138154028	0.0111699000587888	-0.0416225749559083
2026-06-22T01:15:00+00:00	LINK/USDT	B	-0.0101389410439353	-0.0121389410439353	0.0207785705344849	-0.021028914757792
2026-06-22T11:30:00+00:00	LINK/USDT	B	-0.0551903757906486	-0.0571903757906486	0.0114101451072801	-0.0724296167679524
2026-06-23T14:00:00+00:00	LINK/USDT	B	-0.0218329193358608	-0.0238329193358608	0.0066675382402927	-0.0262779448293893
2026-06-29T12:00:00+00:00	LINK/USDT	A	-0.0237837837837837	-0.0257837837837837	0.0136486486486486	-0.0267567567567568
2026-07-02T09:30:00+00:00	LINK/USDT	B	0.0250395361096467	0.0230395361096467	0.0469161834475486	-0.0027675276752767
2026-07-06T21:00:00+00:00	LINK/USDT	B			0.0014811157738829	-0.0355467785731918
2026-05-01T03:15:00+00:00	LTC/USDT	A	0.0017998560115188	-0.0002001439884811	0.0084593232541396	-0.0118790496760259
2026-05-01T13:45:00+00:00	LTC/USDT	B	-0.0037803780378036	-0.0057803780378036	0.0086408640864086	-0.0075607560756074
2026-05-01T18:15:00+00:00	LTC/USDT	B	-0.0110912343470482	-0.0130912343470482	0.0023255813953488	-0.0137745974955276
2026-05-04T02:00:00+00:00	LTC/USDT	B	-0.0144823887001609	-0.0164823887001609	0.0089397461112104	-0.0209190059002324
2026-05-14T18:00:00+00:00	LTC/USDT	B	-0.0226228950501785	-0.0246228950501785	0.0130974655553666	-0.0408232692634801
2026-05-28T15:30:00+00:00	LTC/USDT	B	0.0146028037383176	0.0126028037383176	0.0188862928348909	-0.0038940809968848
2026-05-29T15:15:00+00:00	LTC/USDT	B	0.0086571758368603	0.0066571758368603	0.0153905348210852	-0.0090419392073873
2026-06-15T10:15:00+00:00	LTC/USDT	B	-0.0017490161783997	-0.0037490161783997	0.0135548753825971	-0.0102754700480979
2026-06-21T10:15:00+00:00	LTC/USDT	B	-0.0095090667846086	-0.0115090667846086	0.0190181335692172	-0.0183547103051746
2026-06-27T07:15:00+00:00	LTC/USDT	A	-0.0021206409048066	-0.0041206409048066	0.0202639019792647	-0.0131950989632421
2026-07-03T20:15:00+00:00	LTC/USDT	B	0.0013380909901872	-0.0006619090098127	0.0194023193577161	-0.0196253345227476
2026-05-01T03:15:00+00:00	SOL/USDT	B	-0.0029715915844525	-0.0049715915844525	0.0086770474266018	-0.0095090930702483
2026-05-01T13:45:00+00:00	SOL/USDT	B	-0.0079186857345467	-0.0099186857345467	0.0014182720718591	-0.0151282354331639
2026-05-03T22:00:00+00:00	SOL/USDT	A	-0.0030678466076696	-0.0050678466076696	0.0135693215339234	-0.0179351032448377
2026-05-04T02:30:00+00:00	SOL/USDT	B	-0.0091217401473512	-0.0111217401473512	0.0045608700736756	-0.0266635481230265
2026-05-06T09:30:00+00:00	SOL/USDT	B	0.0005602240896358	-0.0014397759103641	0.0133333333333331	-0.0199439775910363
2026-05-08T17:15:00+00:00	SOL/USDT	B	0.0322187776793623	0.0302187776793623	0.0426262178919398	0.0
2026-05-10T08:00:00+00:00	SOL/USDT	A	0.0138681459355665	0.0118681459355665	0.0347770428845743	-0.0088542777896308
2026-05-10T17:00:00+00:00	SOL/USDT	B	0.0205839109430792	0.0185839109430792	0.0291955471539593	-0.0187985717286283
2026-05-20T14:30:00+00:00	SOL/USDT	B	0.0051413881748072	0.0031413881748072	0.0197476045805093	-0.0030380930123861
2026-05-21T17:15:00+00:00	SOL/USDT	B	-0.008996697414873	-0.010996697414873	0.0021637626693997	-0.0175378658467145
2026-05-26T10:15:00+00:00	SOL/USDT	A	-0.0178842781998831	-0.0198842781998831	0.006779661016949	-0.0314436002337813
2026-05-29T15:15:00+00:00	SOL/USDT	B	0.0006050338818972	-0.0013949661181027	0.0072604065827686	-0.0125847047434657
2026-06-07T08:45:00+00:00	SOL/USDT	B	-0.0050030321406913	-0.0070030321406913	0.0297149787750152	-0.0351728320194055
2026-06-07T22:00:00+00:00	SOL/USDT	B	-0.0040100995098766	-0.0060100995098766	0.0124758651418388	-0.0349027179563343
2026-06-09T04:30:00+00:00	SOL/USDT	B	-0.0429402117190993	-0.0449402117190993	0.0059639182943194	-0.0526315789473683
2026-06-10T12:30:00+00:00	SOL/USDT	B	0.0158656089594027	0.0138656089594027	0.0289314045730284	-0.0303313112459169
2026-06-13T21:30:00+00:00	SOL/USDT	A	0.0138588133391079	0.0118588133391079	0.0160242529233434	-0.0336364948751263
2026-06-15T10:45:00+00:00	SOL/USDT	A	0.0392320534223706	0.0372320534223706	0.0585698386199222	-0.003199777406789
